timestamps,open,high,low,close,volume,amount
2008-03-19,13.075434786028568,15.16310924766338,12.086536356833129,12.416169166564941,708486000,8796682028.14293
2008-03-20,12.833708352752659,14.284092827622036,12.635928270588725,14.141251564025879,198985200,2813899770.7180023
2008-03-24,14.776342933396231,14.877430149891797,12.96556009470259,13.125981330871582,149566400,1963205774.1256714
2008-03-25,13.312775616959915,14.119277113511158,13.14576113029379,13.899521827697754,87092000,1210537155.0178528
2008-03-26,13.785250687124684,14.169823323264803,13.530334557516941,14.055549621582031,43111600,605957233.0657959
2008-03-27,14.075323110640419,14.2269530788058,13.76766545422764,13.824801445007324,39829600,550636311.6340637
2008-03-28,13.925887552056896,13.941270349835513,13.659983946684106,13.791836738586426,24675200,340316329.8919678
2008-03-31,13.756677363749695,13.950062205105896,13.635812152264453,13.703936576843262,22157200,303640863.5204315
2008-04-01,13.857770825181062,13.994018889291558,13.253443693253836,13.539125442504883,60410800,817909399.282074
2008-04-02,13.563296584783778,13.695149421691895,13.29519486633073,13.695149421691895,43836400,600346048.1090546
2008-04-03,13.61383582421184,14.567573496959891,13.585267411354744,14.393966674804688,100868000,1451890630.5541992
2008-04-04,14.262118557976397,14.354415376756016,14.009399640899042,14.169821739196777,36394400,515702160.3050232
2008-04-07,14.306071517176477,14.459901252733273,14.06873536055749,14.292886734008789,28301600,404511563.19122314
2008-04-08,14.262115721206598,14.996097433986801,14.242336877345144,14.963133811950684,53925600,806895968.6897278
2008-04-09,15.040047622712786,15.101578815358955,14.418139954783246,14.457695960998535,48324400,698659482.6976776
2008-04-10,14.539006429585184,14.664266840244094,14.308262773666465,14.5280179977417,22372000,325020818.6454773
2008-04-11,14.339028370909054,14.673055573799717,14.339028370909054,14.5280179977417,26421600,383853480.3291321
2008-04-14,14.65767373734164,14.776341767323824,14.400560510679949,14.433524131774902,28443600,410541386.9945526
2008-04-15,14.567577332623728,14.624714173382129,14.064337553350928,14.141251564025879,23888000,337806217.3614502
2008-04-16,14.187393359649683,14.712608086299737,14.187393359649683,14.53460693359375,25136800,365353507.5683594
2008-04-17,14.560986310343445,14.888421230314961,14.506047486615346,14.73239517211914,22459600,330883702.60772705
2008-04-18,14.94555728671,15.481759037875209,14.76755436714882,15.163114547729492,104099600,1578474159.172821
2008-04-21,15.268598185828974,15.932258419531767,15.130151281021588,15.596033096313477,58848000,917795355.6518555
2008-04-22,15.804797360036678,15.910280618957959,15.382867677550605,15.444398880004883,47357600,731409664.3997192
2008-04-23,15.591634799528135,15.756451242130334,15.314744383108122,15.4004487991333,37319600,574738589.0041351
2008-04-24,15.646571663087482,16.039933724916647,15.391656468807854,15.888303756713867,38086800,605134647.5212097
2008-04-25,16.701406013121137,16.718986842887418,16.242118152528406,16.503625869750977,101460000,1674457880.744934
2008-04-28,16.811276244013527,16.984883088771095,16.459668187301766,16.620088577270508,132517200,2202447602.0118713
2008-04-29,16.294855340030328,17.773807525634766,15.602625830538576,17.773807525634766,197308400,3506921524.7909546
2008-04-30,17.88807809626944,18.63744264415313,17.815558459719536,18.33857536315918,147543600,2705739427.9518127
2008-05-01,18.545144215532734,19.259348731901937,18.437464619435666,18.76709747314453,116395600,2184407570.6451416
2008-05-02,19.182432749737906,19.228581143289894,17.800172258359787,18.184743881225586,136648800,2484923429.676819
2008-05-05,18.206720149255233,18.789071833810148,17.760617308474462,18.692378997802734,70377200,1315517295.2041626
2008-05-06,18.782486411268835,19.371430702777367,18.62426232152028,19.23518180847168,75913200,1460204203.6628723
2008-05-07,19.5208590965574,19.74281069004874,19.263745858592486,19.448339462280273,100464800,1953873534.4100952
2008-05-08,19.668094115700768,19.72303292607982,18.885765992414882,19.184633255004883,92836400,1781032286.7149353
2008-05-09,18.85719879504599,19.046188457493965,18.134203770397264,18.208921432495117,94312000,1717319798.1414795
2008-05-12,18.38252506191693,18.56492230259217,17.162882882220252,17.997953414916992,147471600,2654186986.8232727
2008-05-13,17.982578722455745,18.349569714358903,17.75403298230645,18.103443145751953,53249600,964001106.1340332
2008-05-14,18.30560687439571,18.53634880377781,17.89905845656255,18.07046890258789,51400400,928829329.7805786
2008-05-15,18.13639461556959,18.224297022300142,17.824342664445137,18.07486343383789,36688800,663145049.5513916
2008-05-16,18.175952306268695,18.20671789999767,17.857307938390413,18.10123634338379,34066800,616651198.2627869
