timestamps,open,high,low,close,volume,amount
1999-01-04,19.927541995137155,19.927541995137155,19.38504992630402,19.457382202148438,487400,9483528.085327148
1999-01-05,19.385061878022693,19.385061878022693,18.770237154279435,18.987234115600586,809300,15366368.569755554
1999-01-06,18.91489356980288,19.385053448210982,18.91489356980288,19.240388870239258,1089700,20966251.75189972
1999-01-07,18.517067132994185,18.87872860043548,18.517067132994185,18.661731719970703,219300,4092517.766189575
1999-01-08,18.80639415676311,19.529717008946307,18.80639415676311,19.204221725463867,653500,12549958.897590637
1999-01-11,19.059560775756836,19.204225373675293,18.987228476797608,19.059560775756836,387300,7381767.888450623
1999-01-12,19.20422836519637,19.89138531235029,19.168062210083008,19.168062210083008,2253200,43189477.77175903
1999-01-13,18.73406392405469,18.951060803483898,18.44473475148242,18.589399337768555,1785100,33183936.757850647
1999-01-14,18.734064013458962,18.951060893923735,18.589399426482444,18.661731719970703,1712300,31954483.224105835
1999-01-15,18.77022611349821,18.91489066928625,17.93840491771698,18.51706314086914,1128700,20900209.167099
1999-01-19,18.51707307449495,18.51707307449495,17.866082224219735,17.90224838256836,427300,7649630.73387146
1999-01-20,17.974577391443173,18.046909694829264,17.432085116047503,17.504417419433594,1174600,20560688.7008667
1999-01-21,17.28741241809185,17.468243091921263,17.14274787902832,17.14274787902832,898700,15406187.518882751
1999-01-22,17.034258583496356,17.25125550812688,16.708763196550567,16.781095504760742,1609000,27000782.667160034
1999-01-25,16.708763196550567,16.853427812970917,16.455600117814953,16.781095504760742,1786400,29977749.00970459
1999-01-26,16.74491924756424,16.74491924756424,16.347091792438526,16.419424057006836,1091200,17916875.53100586
1999-01-27,16.419432677691606,16.419432677691606,15.334448139518154,15.587611198425293,2107700,32854008.12292099
1999-01-28,15.732275495593179,16.383266205755657,15.696109345028598,16.166269302368164,3773300,61000183.95862579
1999-01-29,16.130109838077,16.708768486976624,16.05777750696455,16.202442169189453,5053400,81877421.25778198
1999-02-01,16.057775345370004,16.238606148808856,15.876944541931154,15.876944541931152,1001400,15899172.264289856
1999-02-02,15.876931966991599,16.130094891294426,15.696101306775294,15.768433570861816,1222500,19276910.04037857
1999-02-03,15.732267438818555,15.768433570861815,15.696101306775294,15.768433570861816,369500,5826436.204433441
1999-02-04,15.768451584217159,15.985448624366937,15.406789850634196,15.551454544067383,468900,7292077.035713196
1999-02-05,15.334457503917603,15.623786890783974,15.334457503917603,15.551454544067383,534100,8306031.871986389
1999-02-08,15.623775348796713,15.913104521922577,15.442944615593046,15.515276908874512,869700,13493636.327648163
1999-02-09,15.551459209028499,15.551459209028499,14.936634077508767,15.008966445922852,800300,12011675.846672058
1999-02-10,14.972787930415228,15.117452548100399,14.719624849466177,15.045120239257812,1235700,18591255.07965088
1999-02-11,15.04512120152379,16.130105903556757,14.972788888054925,16.05777359008789,1381400,22182208.437347412
1999-02-12,15.876935603442018,15.985434024422258,15.479108059847798,15.623772621154785,321900,5029292.406749725
