timestamps,open,high,low,close,volume,amount
2004-06-16,0.7414216346872584,0.7837887574272224,0.6905816023931899,0.7032909393310547,2385268337,1677537609.2853527
2004-06-17,0.7032909394665924,0.7414216348301447,0.6990545120820156,0.7160011529922485,454525756,325440965.3606734
2004-06-18,0.711764714985637,0.7202376244149288,0.6693975928697745,0.6821078062057495,198501621,135399505.22859514
2004-06-21,0.6948181632968491,0.6990545911606603,0.66939767858333,0.6778714656829834,123755710,83890464.52433825
2004-06-22,0.6778714656829834,0.6778714656829834,0.6778714656829834,0.6778714656829834,0,0.0
2004-06-23,0.6863442533197275,0.754131798651323,0.6821077714277914,0.7498944401741028,298397869,223766902.92290026
2004-06-24,0.7583683357809862,0.7668421219807724,0.7329478537669752,0.7541318535804749,188331925,142027103.68862897
2004-06-25,0.7583682473604141,0.7710784594922032,0.7371851266020701,0.7456579804420471,115053162,85790308.42039168
2004-06-28,0.7456581001626453,0.7456581001626453,0.7202376718176403,0.7329478859901428,79979914,58621108.88797343
2004-06-29,0.7287114583899664,0.7498945277628217,0.7287114583899664,0.7329478859901428,81799612,59954852.69021392
2004-06-30,0.7414217005144156,0.749894556034199,0.7287114858627319,0.7287114858627319,66263028,48286629.59164381
2004-07-01,0.7287114858627319,0.7287114858627319,0.7287114858627319,0.7287114858627319,0,0.0
2004-07-02,0.7244749085545767,0.7414215474679765,0.7075282148545996,0.7371851205825806,70650913,52082801.81917441
2004-07-05,0.7371851205825806,0.7371851205825806,0.7371851205825806,0.7371851205825806,0,0.0
2004-07-06,0.7414215535220586,0.7541317656538478,0.7371851266020701,0.7456579804420471,83684395,62399936.970214546
2004-07-07,0.7414216067954773,0.7414216067954773,0.7202376079297521,0.7244749665260315,71242111,51613125.98196882
2004-07-08,0.7202375061758753,0.7202375061758753,0.6905814788498505,0.6948179602622986,114708748,79701698.30960202
2004-07-09,0.6948179221053938,0.6990543484986185,0.682107656767441,0.6905814409255981,50853904,35118762.30101204
2004-07-12,0.6905816806464479,0.6990545911606603,0.6736341064471411,0.6778714656829834,64923340,44009679.64283466
2004-07-13,0.6778713788843952,0.686344288313687,0.673634020191129,0.6821078062057495,59304244,40451887.77353048
2004-07-14,0.682107800068978,0.682107800068978,0.6355042510510429,0.6439771056175232,106513329,68592145.319107
2004-07-15,0.6482145203436391,0.6482145203436391,0.6016109672944667,0.6227940917015076,61392421,38234837.07405156
2004-07-16,0.6185576997132889,0.6355043989486522,0.6143203400720066,0.627030611038208,22381467,14033864.928941488
2004-07-19,0.6270304333085287,0.6397406458854675,0.6100837388766492,0.6397406458854675,28860241,18463069.21775025
2004-07-20,0.6312678777174064,0.6397407330079964,0.6270305187001283,0.6355043053627014,18636307,11843453.33456105
2004-07-21,0.6439770729538283,0.656687340317347,0.6355042188171067,0.6397406458854675,56923179,36416071.29931408
2004-07-22,0.635504359775772,0.635504359775772,0.5931372307927325,0.6016110181808472,75017102,45131115.11519647
2004-07-23,0.6016108437164599,0.6058472704959414,0.593137058785704,0.5973734855651855,25318475,15124585.659945011
2004-07-26,0.5846633210743655,0.5931371066894934,0.5719539849228952,0.5761904120445251,40347930,23248090.411843657
2004-07-27,0.5719539725460726,0.631267786026001,0.5719539725460726,0.631267786026001,97119242,61308248.87786341
2004-07-28,0.6312678783728795,0.6355043060225734,0.6143202502435484,0.6227940917015076,22807238,14204213.074430108
2004-07-29,0.6143202496056728,0.6397407330079964,0.6100838219603778,0.6355043053627014,18972585,12057159.451359808
2004-07-30,0.6439773093460901,0.6566875813753165,0.6312680234756618,0.6524510979652405,54590929,35617911.56499249
2004-08-02,0.6524508967796206,0.6566873788833618,0.6270304701328491,0.6566873788833618,29028380,19062570.775430202
2004-08-03,0.6609246790557604,0.6736339598819862,0.6566873207418565,0.6693975329399109,69094271,46251534.54768163
2004-08-04,0.6609249413709908,0.6651613699944668,0.6482146693417644,0.6524510979652405,15452514,10082009.72562325
2004-08-05,0.6609247697071996,0.6821078386948422,0.6609247697071996,0.6736340522766113,36800740,24790231.61297798
2004-08-06,0.6651612507195188,0.6863443761971957,0.6651612507195188,0.6778714656829834,23506913,15934665.568992376
2004-08-09,0.6778714656829834,0.6778714656829834,0.66939767858333,0.6778714656829834,24390999,16533962.241602182
2004-08-10,0.6863442876338746,0.6863442876338746,0.6566873788833618,0.6566873788833618,22828933,14991472.174473882
2004-08-11,0.665161217100986,0.665161217100986,0.6227940917015076,0.6227940917015076,35607496,22176138.129085064
2004-08-12,0.6227940910548333,0.6355043053627014,0.6143202496056728,0.6355043053627014,28057513,17830670.309269965
2004-08-13,0.6227940910548333,0.6355043053627014,0.6227940910548333,0.6355043053627014,5299089,3367593.874000132
2004-08-16,0.6270305187001283,0.6397407330079964,0.6100838219603778,0.6355043053627014,14454528,9185914.775985718
2004-08-17,0.6355043989486522,0.6355043989486522,0.6227941827690461,0.627030611038208,4846199,3038715.1201827526
2004-08-18,0.6355043989486522,0.6355043989486522,0.627030611038208,0.627030611038208,3666514,2299016.513800144
2004-08-19,0.6312679706794903,0.643977255486976,0.6227941827690461,0.627030611038208,21581451,13532230.407621145
2004-08-20,0.631267786026001,0.631267786026001,0.622794000594242,0.631267786026001,18744783,11832977.66394782
2004-08-23,0.6355042681111889,0.6355042681111889,0.6058473588019767,0.6185575723648071,11661251,7213155.1092966795
